classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,count,size,disease,depth,observer,notes,site_name_old
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,2,6,,13.6,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,1,59,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,5,1,,10.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,6,2,,11,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,1,3,,11.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,1,5,,10.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,2,6,,10.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,1,7,,10.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,1,10,,10.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,1,25,,10.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,10,2,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,3,3,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,5,4,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,2,5,,4.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,1,6,,4.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,3,7,,4.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,5,1,,4.5,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,4,2,,4.6,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,2,3,,4.6,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,2,4,,4.3,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,1,6,,4.3,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,2,7,,4.4,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,5,1,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,15,2,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,4,3,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,3,4,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,2,5,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,2,6,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,1,7,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,2,8,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,1,9,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,1,10,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,1,16,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,1,18,,6.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,4,1,,7.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,14,2,,7.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,4,3,,6.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,7,4,,7.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,5,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,2,6,,7.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,3,7,,7.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,2,9,,7.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,2,11,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,12,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,2,13,,7.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,14,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,15,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,18,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,19,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,25,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,1,37,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,1,1,,10.1,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,2,2,,11.3,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,2,2,2,,12.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,2,1,4,,10.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,1,1,,10.4,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,1,1,,13.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,1,6,,12.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,1,1,,5.5,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,3,2,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,1,4,,5.8,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,3,6,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,1,7,,5.8,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,1,2,,7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,1,5,,7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,1,6,,7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,INNER,1,2,1,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,INNER,1,2,2,,5.5,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,2,1,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,15,2,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,2,3,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,5,4,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,4,6,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,1,7,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,1,8,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,1,9,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,1,11,,5.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,2,9,1,,5.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,2,12,2,,5.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,2,1,4,,5.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,2,1,6,,5.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,1,1,,12.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,10,2,,12.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,1,3,,12.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,1,4,,12.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,1,12,,12.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,5,1,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,16,2,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,3,3,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,4,4,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,1,6,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,1,10,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,1,32,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,1,40,,11.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,9,1,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,37,2,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,8,3,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,15,4,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,2,5,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,3,6,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,2,7,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,2,9,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,1,10,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,1,12,,4.9,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,1,13,,4.9,KATIE DAVIS,,
