Site,mean_chl_mg_m3,max_chl_mg_m3,min_chl_mg_m3,mean_sst_C,max_sst_C,min_sst_C,dist_200m_bath,DepthZone,giantkelp_stipe_density_m2,giantkelp_plant_density_m2,Relief_index,Relief_SD,Relief_simpson,Substrate_index,Substrate_SD,Substrate_simpson,Latitude,Longitude,BO_sstmax,BO_sstmean,BO_sstmin,BO_sstseas
ANACAPA_EAST_ISLE_W,1.40997906570529,3.7547369966838,0.490213585626931,17.0410112359551,20.775,14.1375,3008.58732407508,INNER,5.12483416252073,1.0327943615257,0.61225,0.462841036508963,0.281048387096774,3.5395625,0.529151251265787,0.400940860215054,34.015867,-119.371733,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_EAST_ISLE_W,1.40997906570529,3.7547369966838,0.490213585626931,17.0410112359551,20.775,14.1375,3008.58732407508,OUTER,6.20513333333333,1.14153333333333,0.060375,0.172991537155371,0.0918010752688172,3.10825,0.873793038800412,0.597043010752688,34.015867,-119.371733,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_CEN,1.77954358857765,8.7082973610653,0.362100000589765,17.1538043478261,21.375,14.11875,2330.60324695248,INNER,4.60962783171521,0.897006472491909,0.2104375,0.349144351148815,0.271774193548387,3.648125,0.658202851530463,0.349865591397849,34.012783,-119.363133,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_CEN,1.77954358857765,8.7082973610653,0.362100000589765,17.1538043478261,21.375,14.11875,2330.60324695248,OUTER,1.26375661375661,0.408597883597884,0.08125,0.186495192755058,0.127284946236559,3.6474375,0.777594740181168,0.259005376344086,34.012783,-119.363133,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_E,1.77954358857765,8.7082973610653,0.362100000589765,17.1538043478261,21.375,14.11875,2285.74892747693,INNER,4.9530303030303,0.765501165501166,0.4498125,0.556545630735365,0.468010752688172,3.6850625,0.44963604053418,0.31760752688172,34.0139,-119.36,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_E,1.77954358857765,8.7082973610653,0.362100000589765,17.1538043478261,21.375,14.11875,2285.74892747693,OUTER,4.31869369369369,0.717004504504505,0.154125,0.305845587198664,0.201344086021505,3.135,1.03890094500834,0.555376344086022,34.0139,-119.36,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_W,1.40997906570529,3.7547369966838,0.490213585626931,17.0410112359551,20.775,14.1375,2453.19458346819,INNER,2.37226775956284,0.481010928961749,0.745875,0.660880467088778,0.488844086021505,3.8500625,0.356407614712927,0.201881720430108,34.010783,-119.3725,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_LIGHTHOUSE_REEF_W,1.40997906570529,3.7547369966838,0.490213585626931,17.0410112359551,20.775,14.1375,2453.19458346819,OUTER,0.411206896551724,0.116666666666667,0.24175,0.303693980730536,0.235618279569892,3.7020625,0.608298019144452,0.251478494623656,34.010783,-119.3725,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_CEN,1.6229601561374,4.85875540247016,0.596763162209898,16.9586206896552,21.225,13.78125,2358.63598581145,INNER,4.92388211382114,0.805233739837398,0.4021875,0.534538111788571,0.409139784946237,3.6808125,0.583743517188859,0.31989247311828,34.0100609,-119.3877751,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_CEN,1.6229601561374,4.85875540247016,0.596763162209898,16.9586206896552,21.225,13.78125,2358.63598581145,OUTER,3.52138888888889,0.524652777777778,0.252125,0.401681169267129,0.291397849462366,3.552125,0.638170676124866,0.435349462365591,34.0100609,-119.3877751,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_E,1.6229601561374,4.85875540247016,0.596763162209898,16.9586206896552,21.225,13.78125,2182.35540293463,INNER,8.2837962962963,2.05012626262626,0.191625,0.374094563256413,0.245698924731183,3.7748125,0.537372769776655,0.245698924731183,34.0085,-119.388167,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_E,1.6229601561374,4.85875540247016,0.596763162209898,16.9586206896552,21.225,13.78125,2182.35540293463,OUTER,6.10384259259259,1.0625,0.104125,0.225543756953459,0.143951612903226,3.4583125,0.719086642091841,0.49758064516129,34.0085,-119.388167,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_W,1.49781360364031,5.22824050445293,0.395522829916674,17.2764705882353,21.16875,13.9125,2116.96854068396,INNER,10.0967978395062,2.03533950617284,0.552,0.618628987911938,0.506451612903226,3.7955625,0.409209425029995,0.239784946236559,34.007833,-119.394467,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_MIDDLE_ISLE_W,1.49781360364031,5.22824050445293,0.395522829916674,17.2764705882353,21.16875,13.9125,2116.96854068396,OUTER,5.0062734082397,1.47612359550562,0.2124375,0.381563262156176,0.250940860215054,3.454375,0.778615815153838,0.445967741935484,34.007833,-119.394467,19.1720008850098,15.951000213623,13.6619997024536,5.51000022888184
ANACAPA_WEST_ISLE_CEN,2.90510604093212,8.54446075368826,0.377164844530186,17.1224137931034,21.6,13.8375,3584.57579918632,INNER,9.73316749585406,2.57699004975124,0.887375,0.605846920598196,0.433198924731183,3.83775,0.28357678296794,0.196908602150538,34.016983,-119.432917,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_CEN,2.90510604093212,8.54446075368826,0.377164844530186,17.1224137931034,21.6,13.8375,3584.57579918632,OUTER,3.46623655913979,0.905591397849462,0.2041875,0.395062687006868,0.276747311827957,3.37125,0.79742648173844,0.490591397849462,34.016983,-119.432917,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_E,3.08602791860725,10.238584542382,0.445881440470374,17.1383720930233,21.0375,13.9875,3468.04416008433,INNER,11.7402322404372,2.98845628415301,0.5395,0.605031690932456,0.488172043010753,3.7106875,0.530294410072399,0.307258064516129,34.016083,-119.421833,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_E,3.08602791860725,10.238584542382,0.445881440470374,17.1383720930233,21.0375,13.9875,3468.04416008433,OUTER,5.19283625730994,1.15896686159844,0.456375,0.5747211240682,0.373790322580645,3.13325,0.849492896757175,0.516666666666667,34.016083,-119.421833,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_W,1.27487825312192,3.49936634043093,0.371656889132237,17.0454545454545,21.3375,13.9125,3708.13446378879,INNER,8.26840101522843,2.29657360406091,0.7956875,0.69909035157219,0.524327956989247,3.8355,0.343590461272623,0.201209677419355,34.017417,-119.438067,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_W,1.27487825312192,3.49936634043093,0.371656889132237,17.0454545454545,21.3375,13.9125,3708.13446378879,OUTER,0,0,0.2,0.312931127277314,0.238978494623656,3.2189375,0.97129896480022,0.532123655913978,34.017417,-119.438067,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ANACAPA_WEST_ISLE_W,1.27487825312192,3.49936634043093,0.371656889132237,17.0454545454545,21.3375,13.9125,3708.13446378879,SPECIALO,0.205,0.0933333333333333,0.01675,0.0624327595286769,0.0311827956989247,3.24925,1.09836976627734,0.547311827956989,34.017417,-119.438067,19.5109996795654,15.9519996643066,13.5509996414185,5.96000003814697
ARROYO_QUEMADO_E,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7440.08746243361,INNER,5.32722602739726,0.486586757990868,0.027,0.0800751669424883,0.0467741935483871,3.560625,0.737725870447329,0.191801075268817,34.466283,-120.116967,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
ARROYO_QUEMADO_E,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7440.08746243361,MID,3.90492424242424,0.209772727272727,0.0104375,0.0424417111410119,0.0196236559139785,3.7626875,0.588949400923197,0.172043010752688,34.466283,-120.116967,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
ARROYO_QUEMADO_E,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7440.08746243361,OUTER,4.53796296296296,0.139506172839506,0,0,0,3.4643125,0.897284239855195,0.328897849462366,34.466283,-120.116967,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
ARROYO_QUEMADO_W,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7581.57408934951,INNER,5.77041942604857,0.326710816777042,0.00625,0.0187835720949228,0.0112903225806452,3.77475,0.584071558116991,0.139112903225806,34.46835,-120.125183,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
ARROYO_QUEMADO_W,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7581.57408934951,MID,3.10981481481482,0.166574074074074,0,0,0,3.766625,0.550948047717554,0.163306451612903,34.46835,-120.125183,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
ARROYO_QUEMADO_W,8.10750201846918,21.3431329621173,1.93748044337589,16.5514925373134,20.8071428571429,12.5785714285714,7581.57408934951,OUTER,1.68410852713178,0.197093023255814,0,0,0,3.6059375,0.735116864509436,0.290188172043011,34.46835,-120.125183,18.8640003204346,15.7349996566772,13.3690004348755,5.49499988555908
HORSESHOE_REEF_E,6.30215656015347,12.1956206810998,2.83001453449966,17.04,21.1875,13.85625,19320.3783201285,INNER,2.37462121212121,0.304671717171717,0.1250625,0.210159202283071,0.152956989247312,3.90025,0.294616764439619,0.103360215053763,34.38945,-119.544767,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
HORSESHOE_REEF_E,6.30215656015347,12.1956206810998,2.83001453449966,17.04,21.1875,13.85625,19320.3783201285,MID,4.93696581196581,0.650213675213675,0.00625,0.0268335212588427,0.0118279569892473,3.6390625,0.711800517407999,0.291397849462366,34.38945,-119.544767,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
HORSESHOE_REEF_E,6.30215656015347,12.1956206810998,2.83001453449966,17.04,21.1875,13.85625,19320.3783201285,OUTER,3.08888888888889,0.242592592592593,0.0145625,0.0481320900431076,0.0263440860215054,3.7016875,0.71760396579484,0.213037634408602,34.38945,-119.544767,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
HORSESHOE_REEF_W,8.65469133879709,15.0400514177687,4.09630543491185,16.706,20.85,13.4357142857143,18727.6745351476,INNER,4.43103070175439,0.426754385964912,0.0666875,0.184368140839122,0.115860215053763,3.278625,0.727307532103308,0.488172043010753,34.391733,-119.5577,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
HORSESHOE_REEF_W,8.65469133879709,15.0400514177687,4.09630543491185,16.706,20.85,13.4357142857143,18727.6745351476,MID,2.1445652173913,0.119021739130435,0.07275,0.202124492760983,0.119220430107527,3.2000625,0.658768955257287,0.48252688172043,34.391733,-119.5577,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
HORSESHOE_REEF_W,8.65469133879709,15.0400514177687,4.09630543491185,16.706,20.85,13.4357142857143,18727.6745351476,OUTER,0.16231884057971,0.033695652173913,0,0,0,3.499875,0.783235884556637,0.305913978494624,34.391733,-119.5577,19.0739994049072,16.0389995574951,14.0939998626709,4.98000001907349
IV_REEF_E,6.89500805796374,14.5971365676867,2.10538015220053,16.9714285714286,21,13.95,5413.54746966282,INNER,6.81451355661882,0.74896331738437,0,0,0,3.766625,0.609881732613759,0.214112903225807,34.40295,-119.864517,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
IV_REEF_E,6.89500805796374,14.5971365676867,2.10538015220053,16.9714285714286,21,13.95,5413.54746966282,MID,6.41428571428572,0.57202380952381,0.0145625,0.0363259354048765,0.0241935483870968,3.7665,0.559768552008129,0.234811827956989,34.40295,-119.864517,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
IV_REEF_E,6.89500805796374,14.5971365676867,2.10538015220053,16.9714285714286,21,13.95,5413.54746966282,OUTER,5.55447154471545,0.161585365853659,0.0020625,0.0112253313766734,0.00403225806451613,3.6336875,0.611393791396948,0.290994623655914,34.40295,-119.864517,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
IV_REEF_W,6.95369873335552,16.9171182359113,2.23674737783039,16.6149350649351,20.00625,12.975,5016.24915419243,INNER,7.41774054982818,0.460910652920962,0.0104375,0.034391761977092,0.0190860215053763,3.6520625,0.752111432511371,0.248655913978495,34.404733,-119.876283,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
IV_REEF_W,6.95369873335552,16.9171182359113,2.23674737783039,16.6149350649351,20.00625,12.975,5016.24915419243,MID,3.77619047619048,0.260622710622711,0.00625,0.0268335212588427,0.0118279569892473,3.4835,0.848663579169117,0.367607526881721,34.404733,-119.876283,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
IV_REEF_W,6.95369873335552,16.9171182359113,2.23674737783039,16.6149350649351,20.00625,12.975,5016.24915419243,OUTER,3.31740196078431,0.18921568627451,0.0020625,0.0112253313766734,0.00403225806451613,3.61875,0.722972110069703,0.292876344086022,34.404733,-119.876283,18.7520008087158,15.8249998092651,13.6160001754761,5.13600015640259
NAPLES_CEN,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4643.70977310108,INNER,6.04641744548287,0.806113707165109,0.26475,0.430694145334849,0.298252688172043,3.989625,0.0412342348482696,0.0153225806451613,34.42185,-119.9515,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
NAPLES_CEN,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4643.70977310108,OUTER,2.14540229885057,0.20632183908046,0.102,0.185401253929509,0.142069892473118,3.5739375,0.658326530817484,0.339784946236559,34.42185,-119.9515,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
NAPLES_E,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4807.90325745337,INNER,1.00439814814815,0.122916666666667,0.1791875,0.227069630896695,0.171908602150538,3.4709375,0.717163734314276,0.413306451612903,34.423333,-119.951017,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
NAPLES_E,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4807.90325745337,OUTER,0.543981481481482,0.0796296296296296,0.2291875,0.29579742854405,0.238844086021505,3.60575,0.643847633684709,0.320564516129032,34.423333,-119.951017,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
NAPLES_W,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4920.7576399841,INNER,2.61965174129353,0.28407960199005,0.1520625,0.292220271482044,0.180645161290323,3.9058125,0.316681554932685,0.0954301075268817,34.424633,-119.955317,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
NAPLES_W,4.44141611935018,9.89725075810333,1.68986248804485,16.6942105263158,20.6625,13.7625,4920.7576399841,OUTER,1.87982456140351,0.11593567251462,0.03125,0.0812824470792836,0.0501344086021505,3.523,0.721641103203545,0.363306451612903,34.424633,-119.955317,19.0520000457764,15.6730003356934,14.0310001373291,5.02099990844727
SCI_CAVERN_POINT_E,2.71648284354904,8.32600729046437,0.685796409967245,16.7642857142857,20.2875,13.6875,4296.82473031146,MID,4.53781028368794,0.624202127659575,0.3165,0.471051998531678,0.335752688172043,3.43575,0.727479488402193,0.468682795698925,34.054283,-119.566867,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_CAVERN_POINT_E,2.71648284354904,8.32600729046437,0.685796409967245,16.7642857142857,20.2875,13.6875,4296.82473031146,OUTER,2.69117161716172,0.199092409240924,0.4520625,0.507484620808106,0.354704301075269,3.375125,0.788968488589181,0.476478494623656,34.054283,-119.566867,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_CAVERN_POINT_E,2.71648284354904,8.32600729046437,0.685796409967245,16.7642857142857,20.2875,13.6875,4296.82473031146,INNER,4.46441570881226,0.652011494252874,0.6426875,0.516855140037313,0.455376344086022,3.86225,0.213620029061029,0.147311827956989,34.054283,-119.566867,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_CAVERN_POINT_W,3.02155620443178,8.60941861167749,0.601933673138651,16.7901315789474,21.16875,14.08125,4471.07933615913,INNER,9.26086956521739,2.29380032206119,0.5043125,0.5029634612334,0.395833333333333,3.691625,0.490483906991677,0.338844086021505,34.05275,-119.5713,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_CAVERN_POINT_W,3.02155620443178,8.60941861167749,0.601933673138651,16.7901315789474,21.16875,14.08125,4471.07933615913,MID,7.25113122171946,1.5196455505279,0.2458125,0.403269785943713,0.332795698924731,3.2963125,0.713459559511488,0.54005376344086,34.05275,-119.5713,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_CAVERN_POINT_W,3.02155620443178,8.60941861167749,0.601933673138651,16.7901315789474,21.16875,14.08125,4471.07933615913,OUTER,3.57816265060241,0.652058232931727,0.2145,0.344084332992856,0.280645161290323,2.878875,0.852764621371658,0.635349462365591,34.05275,-119.5713,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_COCHE_POINT_E,2.78130814564359,8.48439341716878,0.793220850405679,16.6926136363636,20.9625,13.48125,5422.82734939726,MID,0,0,0.452,0.497976205400375,0.43494623655914,3.7225625,0.450233238555762,0.314516129032258,34.044933,-119.6014,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_COCHE_POINT_E,2.78130814564359,8.48439341716878,0.793220850405679,16.6926136363636,20.9625,13.48125,5422.82734939726,INNER,0,0,0.5750625,0.584122116875738,0.468682795698925,3.8414375,0.356941834348869,0.229838709677419,34.044933,-119.6014,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_COCHE_POINT_E,2.78130814564359,8.48439341716878,0.793220850405679,16.6926136363636,20.9625,13.48125,5422.82734939726,OUTER,0,0,0.1936875,0.344758062703424,0.25255376344086,3.249625,0.768930504593197,0.573118279569893,34.044933,-119.6014,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_COCHE_POINT_W,3.58804702527212,11.8389602809611,0.641965469037533,17.0696202531646,21.225,13.85625,5699.14157909572,INNER,0,0,0.5831875,0.520431141277762,0.456720430107527,3.7576875,0.399935980734817,0.302822580645161,34.04265,-119.604,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_COCHE_POINT_W,3.58804702527212,11.8389602809611,0.641965469037533,17.0696202531646,21.225,13.85625,5699.14157909572,MID,0.01875,0.0104166666666667,0.2854375,0.40834567157299,0.329569892473118,3.6519375,0.521549360669559,0.361693548387097,34.04265,-119.604,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_COCHE_POINT_W,3.58804702527212,11.8389602809611,0.641965469037533,17.0696202531646,21.225,13.85625,5699.14157909572,OUTER,0,0,0.110375,0.214485995443358,0.154032258064516,3.1474375,0.806017481246349,0.611559139784946,34.04265,-119.604,18.8519992828369,15.7819995880127,13.3000001907349,5.55200004577637
SCI_FORNEY_E,2.65712022690438,8.06831031075634,0.884545923829796,15.5729508196721,20.1,12.6642857142857,8156.200089667,INNER,2.63161764705882,0.261274509803922,0.114214285714286,0.25902168266762,0.180030721966206,3.62392857142857,0.644742552760439,0.379723502304147,34.051483,-119.909667,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_FORNEY_E,2.65712022690438,8.06831031075634,0.884545923829796,15.5729508196721,20.1,12.6642857142857,8156.200089667,MID,1.50717592592593,0.148611111111111,0.0643571428571429,0.166335311169748,0.107219662058372,3.59757142857143,0.721610278128646,0.404301075268817,34.051483,-119.909667,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_FORNEY_E,2.65712022690438,8.06831031075634,0.884545923829796,15.5729508196721,20.1,12.6642857142857,8156.200089667,OUTER,0.0466666666666667,0.00777777777777778,0.0595714285714286,0.133744667047884,0.0663594470046083,3.61428571428571,0.76284542645646,0.362980030721966,34.051483,-119.909667,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_FORNEY_W,2.37473412070586,7.59498367434023,0.946834515854927,15.5,19.21875,12.375,8395.27147524285,INNER,1.97861635220126,0.342610062893082,0.3095,0.395822945938775,0.318740399385561,3.64514285714286,0.554263537379858,0.295084485407066,34.053883,-119.9182,17.8190002441406,14.9809999465942,12.8090000152588,5.01000022888184
SCI_FORNEY_W,2.37473412070586,7.59498367434023,0.946834515854927,15.5,19.21875,12.375,8395.27147524285,MID,0.714529914529915,0.105982905982906,0.0260714285714286,0.0971239615838645,0.047926267281106,3.529,0.695633121506372,0.363440860215054,34.053883,-119.9182,17.8190002441406,14.9809999465942,12.8090000152588,5.01000022888184
SCI_FORNEY_W,2.37473412070586,7.59498367434023,0.946834515854927,15.5,19.21875,12.375,8395.27147524285,OUTER,0.0130952380952381,0.00238095238095238,0.0285,0.0829783326172869,0.0506912442396313,3.47371428571429,0.808882306125492,0.400153609831029,34.053883,-119.9182,17.8190002441406,14.9809999465942,12.8090000152588,5.01000022888184
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,INNER,3.74735294117647,0.613676470588235,0.109428571428571,0.225024869573225,0.15284178187404,3.89028571428571,0.316056626368245,0.094162826420891,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,MID,4.64205526770294,0.660924006908463,0.05,0.152416104140259,0.0814132104454685,3.52378571428571,0.840320797471795,0.352688172043011,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,OUTER,1.34281609195402,0.304597701149425,1.01421428571429,0.647276813923104,0.486482334869432,3.88307142857143,0.342498301052461,0.110906298003072,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,INNER,6.02584325396825,0.973015873015873,0.445357142857143,0.554425861478377,0.388786482334869,3.95028571428571,0.156607422446396,0.0602150537634409,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,MID,5.46840958605665,1.37903050108932,0.545357142857143,0.539896714940701,0.416282642089094,3.87842857142857,0.320265363706606,0.125652841781874,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,OUTER,1.82850877192982,0.317397660818713,0.652357142857143,0.555794760582423,0.446850998463902,3.86678571428571,0.357568586603347,0.149769585253456,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
