classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,category,count,pct_cov,depth,observer,notes,site_name_old
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,COVER,1,3.3,5.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,COVER,4,13.3,6.4,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,1,COVER,4,13.3,8.8,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,2,COVER,9,30,8.6,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,INNER,1,COVER,3,10,5.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,INNER,2,COVER,4,13.3,5.7,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,OUTER,1,COVER,5,16.7,8.3,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_W,OUTER,2,COVER,11,36.7,8.2,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,1,COVER,4,13.3,5.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_CEN,INNER,2,COVER,3,10,4.9,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,1,COVER,2,6.7,12.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_CEN,OUTER,2,COVER,3,10,11.4,KATIE DAVIS,BABY EUGRUB.,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,1,COVER,5,16.7,4.8,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_WEST_ISLE_E,INNER,2,COVER,3,10,5.3,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_E,OUTER,1,COVER,2,6.7,9.7,KATIE DAVIS,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_E,OUTER,2,COVER,7,23.3,9,KATIE DAVIS,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_W,INNER,1,COVER,7,23.3,5.2,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_WEST_ISLE_W,INNER,2,COVER,5,16.7,5.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_W,OUTER,1,COVER,16,53.3,24.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,26,ANACAPA_WEST_ISLE_W,OUTER,2,COVER,20,66.7,26.5,KATIE DAVIS,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_E,INNER,1,COVER,2,6.7,5.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,ARROYO_QUEMADO_E,MID,1,COVER,2,6.7,9.7,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,ARROYO_QUEMADO_E,MID,2,COVER,1,3.3,9.5,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,ARROYO_QUEMADO_E,OUTER,1,COVER,1,3.3,14.6,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,ARROYO_QUEMADO_E,OUTER,2,COVER,1,3.3,12.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,INNER,1,COVER,2,6.7,5.7,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,INNER,2,COVER,7,23.3,6.5,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,MID,1,COVER,6,20,8.5,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,MID,2,COVER,4,13.3,7.9,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,OUTER,1,COVER,4,13.3,13.4,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,18,ARROYO_QUEMADO_W,OUTER,2,COVER,2,6.7,13.1,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,INNER,1,COVER,15,50,6.5,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,INNER,2,COVER,11,36.7,6.1,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,MID,1,COVER,10,33.3,7,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,MID,2,COVER,4,13.3,6.9,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,OUTER,1,COVER,2,6.7,9.7,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,2,HORSESHOE_REEF_E,OUTER,2,COVER,3,10,10.6,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,INNER,1,COVER,14,46.7,8.6,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,INNER,2,COVER,4,13.3,8.3,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,MID,1,COVER,16,53.3,9.1,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,MID,2,COVER,4,13.3,9.9,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,OUTER,1,COVER,1,3.3,13.1,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,12,HORSESHOE_REEF_W,OUTER,2,COVER,1,3.3,12.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,INNER,1,COVER,5,16.7,5.7,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,INNER,2,COVER,1,3.3,5.2,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,MID,1,COVER,6,20,8,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,MID,2,COVER,6,20,8.2,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,OUTER,1,COVER,6,20,12.2,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_E,OUTER,2,COVER,15,50,10.9,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,INNER,1,COVER,2,6.7,7,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,INNER,2,COVER,2,6.7,8.1,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,MID,1,COVER,3,10,8.2,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,MID,2,COVER,8,26.7,8.9,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,OUTER,1,COVER,2,6.7,11.9,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,8,1,IV_REEF_W,OUTER,2,COVER,4,13.3,12.7,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,NAPLES_CEN,INNER,1,COVER,1,3.3,10.7,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,NAPLES_CEN,INNER,2,COVER,3,10,9.3,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,NAPLES_CEN,OUTER,1,COVER,4,13.3,15.6,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,19,NAPLES_CEN,OUTER,2,COVER,3,10,15.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_E,INNER,1,COVER,2,6.7,14,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_E,INNER,2,COVER,2,6.7,13.4,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_E,OUTER,2,COVER,2,6.7,13.2,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_W,INNER,1,COVER,3,10,11.3,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_W,INNER,2,COVER,3,10,10.7,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_W,OUTER,1,COVER,4,13.3,12.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,11,NAPLES_W,OUTER,2,COVER,2,6.7,13.7,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_E,MID,1,COVER,2,6.7,9.8,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_E,MID,2,COVER,2,6.7,10.4,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_E,OUTER,1,COVER,1,3.3,14.6,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_E,OUTER,2,COVER,3,10,16.4,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,9,1,SCI_CAVERN_POINT_E,INNER,1,COVER,1,3.3,6.4,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,9,1,SCI_CAVERN_POINT_E,INNER,2,COVER,4,13.3,6.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,INNER,1,COVER,4,13.3,5.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,INNER,2,COVER,3,10,6.6,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,MID,1,COVER,8,26.7,8.3,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,MID,2,COVER,1,3.3,9.1,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,OUTER,1,COVER,4,13.3,11.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_CAVERN_POINT_W,OUTER,2,COVER,2,6.7,11,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_E,MID,1,COVER,13,43.3,11.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_COCHE_POINT_E,INNER,1,COVER,10,33.3,6.4,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_COCHE_POINT_E,INNER,2,COVER,12,40,5.6,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_COCHE_POINT_E,MID,2,COVER,13,43.3,9.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_COCHE_POINT_E,OUTER,1,COVER,9,30,16.6,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,22,SCI_COCHE_POINT_E,OUTER,2,COVER,12,40,16.1,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,INNER,1,COVER,11,36.7,5.5,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,INNER,2,COVER,14,48.3,5.1,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,MID,1,COVER,12,40,9.9,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,MID,2,COVER,10,33.3,12.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,OUTER,1,COVER,16,53.3,17.7,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_COCHE_POINT_W,OUTER,2,COVER,14,46.7,16.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_CEN,INNER,1,COVER,3,10,4.6,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_CEN,INNER,2,COVER,11,36.7,4.7,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_CEN,OUTER,1,COVER,7,23.3,15,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_E,INNER,1,COVER,4,13.3,5.8,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_E,INNER,2,COVER,10,33.3,5.8,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_E,OUTER,1,COVER,2,6.7,9.9,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_E,OUTER,2,COVER,6,20,12.8,KEEGAN BELL,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_W,INNER,2,COVER,12,40,5.2,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_W,OUTER,1,COVER,5,16.7,13.1,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_HAZARDS_W,OUTER,2,COVER,8,26.7,11.3,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_CEN,INNER,1,COVER,5,16.7,5.8,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_CEN,INNER,2,COVER,7,24.1,4.7,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_CEN,OUTER,1,COVER,2,6.7,10.7,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_CEN,OUTER,2,COVER,4,13.3,10.4,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_E,INNER,1,COVER,3,10,4.8,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_E,INNER,2,COVER,7,23.3,5.2,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_E,OUTER,1,COVER,3,10,10.4,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,21,SCI_PELICAN_E,OUTER,2,COVER,3,10,9.1,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_PELICAN_W,INNER,1,COVER,7,23.3,5.4,NICK LORENZEN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_PELICAN_W,INNER,2,COVER,10,33.3,5,LINDSEY KRAEMER,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_PELICAN_W,OUTER,1,COVER,7,23.3,10.1,AVREY PARSONS-FIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,6,20,SCI_PELICAN_W,OUTER,2,COVER,6,20,11.8,SARA ROSENBLATT,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,25,SCI_SCORPION_E,INNER,1,COVER,3,10,4.8,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,25,SCI_SCORPION_E,INNER,2,COVER,4,13.3,5.2,KAITLYN LANFIELD,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,25,SCI_SCORPION_E,MID,1,COVER,9,30,11.6,CHRIS HONEYMAN,,
CRUCOR,Coralline Algae -Crustose,UCSB,SBTL_UPC_PISCO,2016,2016,7,25,SCI_SCORPION_E,MID,2,COVER,1,3.3,9.8,KAITLYN LANFIELD,,
