classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,category,count,pct_cov,depth,observer,notes,site_name_old
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_CEN,INNER,2,RELIEF,2,6.7,4.6,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_CEN,OUTER,2,RELIEF,1,3.3,12.8,KAITLYN LANFIELD,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_CEN,OUTER,1,RELIEF,30,100,12.3,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_CEN,OUTER,2,RELIEF,29,96.7,12.6,KAITLYN LANFIELD,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,1,SUBSTRATE,30,100,5.4,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,2,SUBSTRATE,29,96.7,4.6,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,SUBSTRATE,29,96.7,14.3,KAITLYN LANFIELD,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,SUBSTRATE,16,53.3,10.7,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,2,SUBSTRATE,1,3.3,4.6,LINDSEY KRAEMER,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,SUBSTRATE,4,13.3,10.7,SARA ROSENBLATT,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,SUBSTRATE,10,33.3,10.7,SARA ROSENBLATT,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,1,RELIEF,30,100,5.4,CHRIS HONEYMAN,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,2,RELIEF,5,16.7,4.6,LINDSEY KRAEMER,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,RELIEF,2,6.7,16.2,KAITLYN LANFIELD,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,2,RELIEF,14,46.7,4.6,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,RELIEF,11,36.7,14.3,KAITLYN LANFIELD,,
SAND,Substrate: Sand,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,SUBSTRATE,1,3.3,16.2,KAITLYN LANFIELD,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_E,INNER,2,RELIEF,11,36.7,4.6,LINDSEY KRAEMER,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,1,RELIEF,17,56.7,14.3,KAITLYN LANFIELD,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_E,OUTER,2,RELIEF,30,100,10.7,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,SUBSTRATE,30,100,4.6,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,SUBSTRATE,18,60,4.8,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,SUBSTRATE,10,33.3,6.7,KAITLYN LANFIELD,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,SUBSTRATE,14,46.7,8.2,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,SUBSTRATE,11,36.7,4.8,LINDSEY KRAEMER,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,SUBSTRATE,20,66.7,6.7,KAITLYN LANFIELD,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,SUBSTRATE,5,16.7,8.5,SARA ROSENBLATT,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,SUBSTRATE,1,3.3,4.9,LINDSEY KRAEMER,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,SUBSTRATE,9,30,8.2,SARA ROSENBLATT,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,RELIEF,22,73.3,4.6,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,RELIEF,6,20,4.6,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,RELIEF,3,10,4.9,LINDSEY KRAEMER,,
SAND,Substrate: Sand,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,SUBSTRATE,2,6.7,8.2,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,1,RELIEF,2,6.7,4.6,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,6,ANACAPA_EAST_ISLE_W,INNER,2,RELIEF,27,90,4.8,LINDSEY KRAEMER,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,1,RELIEF,30,100,6.7,KAITLYN LANFIELD,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,9,ANACAPA_EAST_ISLE_W,OUTER,2,RELIEF,30,100,8.2,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,1,SUBSTRATE,24,80,3.8,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,SUBSTRATE,22,73.3,4.6,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,1,SUBSTRATE,29,96.7,9.6,KATIE DAVIS,WASTED APLCAL.,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,SUBSTRATE,24,80,10.9,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,1,SUBSTRATE,5,16.7,3.7,CHRIS HONEYMAN,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,SUBSTRATE,5,16.7,4.6,LINDSEY KRAEMER,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,1,SUBSTRATE,1,3.3,9.5,KATIE DAVIS,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,SUBSTRATE,1,3.3,11.3,SARA ROSENBLATT,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,1,SUBSTRATE,1,3.3,3.7,CHRIS HONEYMAN,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,SUBSTRATE,1,3.3,4.6,LINDSEY KRAEMER,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,SUBSTRATE,2,6.7,10.7,SARA ROSENBLATT,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,1,RELIEF,18,60,3.8,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,RELIEF,4,13.3,4.4,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,RELIEF,2,6.7,11,SARA ROSENBLATT,,
SAND,Substrate: Sand,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,SUBSTRATE,2,6.7,4.4,LINDSEY KRAEMER,,
SAND,Substrate: Sand,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,SUBSTRATE,3,10,10.7,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,1,RELIEF,12,40,3.8,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_CEN,INNER,2,RELIEF,26,86.7,4.6,LINDSEY KRAEMER,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,1,RELIEF,30,100,9.6,KATIE DAVIS,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,2,RELIEF,28,93.3,10.9,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,1,SUBSTRATE,21,70,6,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,2,SUBSTRATE,6,20,7,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,1,SUBSTRATE,27,90,8,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,2,SUBSTRATE,17,56.7,9.9,KATIE DAVIS,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,1,SUBSTRATE,6,20,6.6,CHRIS HONEYMAN,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,2,SUBSTRATE,13,43.3,7,CHRIS HONEYMAN,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,1,SUBSTRATE,3,10,8,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,2,SUBSTRATE,4,13.3,9.9,KATIE DAVIS,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,1,SUBSTRATE,3,10,6.6,CHRIS HONEYMAN,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,2,SUBSTRATE,11,36.7,7,CHRIS HONEYMAN,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,2,SUBSTRATE,9,30,9.9,KATIE DAVIS,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,1,RELIEF,2,6.7,7.3,SARA ROSENBLATT,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,1,RELIEF,18,60,6,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,2,RELIEF,8,26.7,7,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,1,RELIEF,1,3.3,7.3,SARA ROSENBLATT,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,2,RELIEF,3,10,9.8,KATIE DAVIS,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,1,RELIEF,12,40,6.6,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_E,INNER,2,RELIEF,22,73.3,7,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,1,RELIEF,27,90,8,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_E,OUTER,2,RELIEF,27,90,9.9,KATIE DAVIS,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,1,SUBSTRATE,30,100,4.9,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,2,SUBSTRATE,25,83.3,5.2,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_W,OUTER,1,SUBSTRATE,30,100,12.4,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_W,OUTER,2,SUBSTRATE,30,100,11.3,KATIE DAVIS,BLACK SEA BASS.,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,2,SUBSTRATE,5,16.7,5.2,LINDSEY KRAEMER,,
FLATREL,Vertical Relief: Flat,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,1,RELIEF,2,6.7,5.1,CHRIS HONEYMAN,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,2,RELIEF,8,26.7,5.2,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,1,RELIEF,11,36.7,4.9,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,2,RELIEF,3,10,5.1,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_W,OUTER,2,RELIEF,9,30,11.1,KATIE DAVIS,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,1,RELIEF,17,56.7,4.9,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,7,ANACAPA_LIGHTHOUSE_REEF_W,INNER,2,RELIEF,19,63.3,5.2,LINDSEY KRAEMER,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_W,OUTER,1,RELIEF,30,100,12.4,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,8,8,ANACAPA_LIGHTHOUSE_REEF_W,OUTER,2,RELIEF,21,70,11.3,KATIE DAVIS,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,SUBSTRATE,25,83.3,10.9,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,2,SUBSTRATE,30,100,10.9,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,SUBSTRATE,24,80,11,SARA ROSENBLATT,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,SUBSTRATE,27,90,13.1,KAITLYN LANFIELD,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,SUBSTRATE,5,16.7,11.1,LINDSEY KRAEMER,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,SUBSTRATE,4,13.3,11,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,SUBSTRATE,3,10,13.4,KAITLYN LANFIELD,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,SUBSTRATE,2,6.7,11,SARA ROSENBLATT,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,RELIEF,3,10,11.6,LINDSEY KRAEMER,,
HIREL,Vertical Relief: High,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,RELIEF,5,16.7,11.2,SARA ROSENBLATT,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,RELIEF,8,26.7,10.9,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,2,RELIEF,15,50,10.7,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,RELIEF,7,23.3,11.2,SARA ROSENBLATT,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,RELIEF,3,10,12.9,KAITLYN LANFIELD,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,1,RELIEF,19,63.3,10.9,LINDSEY KRAEMER,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,INNER,2,RELIEF,15,50,11,CHRIS HONEYMAN,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,RELIEF,18,60,10.8,SARA ROSENBLATT,,
SLTREL,Vertical Relief: Slight,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,RELIEF,27,90,13.1,KAITLYN LANFIELD,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,SUBSTRATE,24,80,5.4,LINDSEY KRAEMER,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,SUBSTRATE,28,93.3,6.4,CHRIS HONEYMAN,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,1,SUBSTRATE,30,100,8.9,KAITLYN LANFIELD,,
BEDRK,Substrate: Bedrock,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,2,SUBSTRATE,21,70,8.6,SARA ROSENBLATT,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,SUBSTRATE,2,6.7,5.5,LINDSEY KRAEMER,,
BOULD,Substrate: Boulder,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,2,SUBSTRATE,9,30,8.6,SARA ROSENBLATT,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,SUBSTRATE,4,13.3,5.5,LINDSEY KRAEMER,,
COB,Substrate: Cobble,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,SUBSTRATE,2,6.7,6.4,CHRIS HONEYMAN,,
FLATREL,Vertical Relief: Flat,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,RELIEF,6,20,5.5,LINDSEY KRAEMER,,
FLATREL,Vertical Relief: Flat,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,RELIEF,5,16.7,6.1,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,1,RELIEF,3,10,5.5,LINDSEY KRAEMER,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,INNER,2,RELIEF,2,6.7,6.4,CHRIS HONEYMAN,,
MODREL,Vertical Relief: Moderate,UCSB,SBTL_UPC_PISCO,2016,2016,7,5,ANACAPA_MIDDLE_ISLE_E,OUTER,1,RELIEF,5,16.7,8.8,KAITLYN LANFIELD,,
